src,dst,edge_type,case_id,attrs_json
case_a_korea1997_A0015,case_a_korea1997_N009_t1,SUPPORTED_BY,case_a_korea1997,{}
case_a_korea1997_A0016,case_a_korea1997_N018_t2,SUPPORTED_BY,case_a_korea1997,{}
case_a_korea1997_A0017,case_a_korea1997_N027_t3,SUPPORTED_BY,case_a_korea1997,{}
case_a_korea1997_A0018,case_a_korea1997_N027_t3,SUPPORTED_BY,case_a_korea1997,{}
case_a_korea1997_A0019,case_a_korea1997_N036_t4,SUPPORTED_BY,case_a_korea1997,{}
case_a_korea1997_A0020,case_a_korea1997_Y_t5,SUPPORTED_BY,case_a_korea1997,{}
case_a_korea1997_A0021,case_a_korea1997_W_t0,SUPPORTED_BY,case_a_korea1997,{}
case_a_korea1997_A0022,case_a_korea1997_N009_t1,SUPPORTED_BY,case_a_korea1997,{}
case_a_korea1997_A0023,case_a_korea1997_N036_t4,SUPPORTED_BY,case_a_korea1997,{}
case_a_korea1997_A0024,case_a_korea1997_N018_t2,SUPPORTED_BY,case_a_korea1997,{}
case_a_korea1997_A0025,case_a_korea1997_N018_t2,SUPPORTED_BY,case_a_korea1997,{}
case_a_korea1997_A0026,case_a_korea1997_N018_t2,SUPPORTED_BY,case_a_korea1997,{}
case_a_korea1997_FORCED000,case_a_korea1997_N009_t1,SUPPORTED_BY,case_a_korea1997,{}
case_a_korea1997_FORCED001,case_a_korea1997_W_t0,SUPPORTED_BY,case_a_korea1997,{}
case_a_korea1997_FORCED002,case_a_korea1997_N018_t2,SUPPORTED_BY,case_a_korea1997,{}
case_a_korea1997_FORCED003,case_a_korea1997_Y_t5,SUPPORTED_BY,case_a_korea1997,{}
case_a_korea1997_FORCED004,case_a_korea1997_N027_t3,SUPPORTED_BY,case_a_korea1997,{}
case_a_korea1997_FORCED005,case_a_korea1997_N036_t4,SUPPORTED_BY,case_a_korea1997,{}
case_a_korea1997_FORCED006,case_a_korea1997_W_t0,SUPPORTED_BY,case_a_korea1997,{}
case_a_korea1997_FORCED007,case_a_korea1997_W_t0,SUPPORTED_BY,case_a_korea1997,{}
case_a_korea1997_FORCED008,case_a_korea1997_Y_t5,SUPPORTED_BY,case_a_korea1997,{}
case_a_korea1997_FORCED009,case_a_korea1997_Y_t5,SUPPORTED_BY,case_a_korea1997,{}
case_a_korea1997_CHAIN00,case_a_korea1997_W_t0,SUPPORTED_BY,case_a_korea1997,{}
case_a_korea1997_CHAIN01,case_a_korea1997_N018_t2,SUPPORTED_BY,case_a_korea1997,{}
case_a_korea1997_CHAIN02,case_a_korea1997_N036_t4,SUPPORTED_BY,case_a_korea1997,{}
case_b_dotcom_W_t0,case_b_dotcom_N008_t1,PRECEDES,case_b_dotcom,{}
case_b_dotcom_W_t0,case_b_dotcom_N016_t2,CAUSE,case_b_dotcom,"{""chain_type"": ""backbone""}"
case_b_dotcom_W_t0,case_b_dotcom_N012_t1,PRECEDES,case_b_dotcom,{}
case_b_dotcom_N008_t1,case_b_dotcom_N016_t2,PRECEDES,case_b_dotcom,{}
case_b_dotcom_N012_t1,case_b_dotcom_N016_t2,PRECEDES,case_b_dotcom,{}
case_b_dotcom_N016_t2,case_b_dotcom_N024_t3,PRECEDES,case_b_dotcom,{}
case_b_dotcom_N016_t2,case_b_dotcom_N032_t4,CAUSE,case_b_dotcom,"{""chain_type"": ""backbone""}"
case_b_dotcom_N016_t2,case_b_dotcom_N025_t3,PRECEDES,case_b_dotcom,{}
case_b_dotcom_N024_t3,case_b_dotcom_N032_t4,PRECEDES,case_b_dotcom,{}
case_b_dotcom_N025_t3,case_b_dotcom_N032_t4,PRECEDES,case_b_dotcom,{}
case_b_dotcom_N032_t4,case_b_dotcom_Y_t5,PRECEDES,case_b_dotcom,{}
case_b_dotcom_N032_t4,case_b_dotcom_Y_t5,CAUSE,case_b_dotcom,"{""chain_type"": ""backbone""}"
case_b_dotcom_N032_t4,case_b_dotcom_Y_t5,PRECEDES,case_b_dotcom,{}
case_b_dotcom_A0000,case_b_dotcom_N016_t2,SUPPORTED_BY,case_b_dotcom,{}
case_b_dotcom_A0001,case_b_dotcom_Y_t5,SUPPORTED_BY,case_b_dotcom,{}
case_b_dotcom_A0002,case_b_dotcom_N024_t3,SUPPORTED_BY,case_b_dotcom,{}
case_b_dotcom_A0003,case_b_dotcom_Y_t5,SUPPORTED_BY,case_b_dotcom,{}
case_b_dotcom_A0004,case_b_dotcom_N032_t4,SUPPORTED_BY,case_b_dotcom,{}
case_b_dotcom_A0005,case_b_dotcom_Y_t5,SUPPORTED_BY,case_b_dotcom,{}
case_b_dotcom_A0006,case_b_dotcom_N032_t4,SUPPORTED_BY,case_b_dotcom,{}
case_b_dotcom_A0007,case_b_dotcom_N032_t4,SUPPORTED_BY,case_b_dotcom,{}
case_b_dotcom_A0008,case_b_dotcom_N016_t2,SUPPORTED_BY,case_b_dotcom,{}
case_b_dotcom_A0009,case_b_dotcom_N032_t4,SUPPORTED_BY,case_b_dotcom,{}
case_b_dotcom_A0010,case_b_dotcom_Y_t5,SUPPORTED_BY,case_b_dotcom,{}
case_b_dotcom_A0011,case_b_dotcom_N032_t4,SUPPORTED_BY,case_b_dotcom,{}
case_b_dotcom_A0012,case_b_dotcom_N032_t4,SUPPORTED_BY,case_b_dotcom,{}
case_b_dotcom_A0013,case_b_dotcom_N016_t2,SUPPORTED_BY,case_b_dotcom,{}
case_b_dotcom_A0014,case_b_dotcom_W_t0,SUPPORTED_BY,case_b_dotcom,{}
case_b_dotcom_A0015,case_b_dotcom_Y_t5,SUPPORTED_BY,case_b_dotcom,{}
case_b_dotcom_A0016,case_b_dotcom_W_t0,SUPPORTED_BY,case_b_dotcom,{}
case_b_dotcom_A0017,case_b_dotcom_W_t0,SUPPORTED_BY,case_b_dotcom,{}
case_b_dotcom_A0018,case_b_dotcom_W_t0,SUPPORTED_BY,case_b_dotcom,{}
case_b_dotcom_A0019,case_b_dotcom_W_t0,SUPPORTED_BY,case_b_dotcom,{}
case_b_dotcom_A0020,case_b_dotcom_N032_t4,SUPPORTED_BY,case_b_dotcom,{}
case_b_dotcom_A0021,case_b_dotcom_W_t0,SUPPORTED_BY,case_b_dotcom,{}
case_b_dotcom_A0022,case_b_dotcom_N016_t2,SUPPORTED_BY,case_b_dotcom,{}
case_b_dotcom_A0023,case_b_dotcom_N008_t1,SUPPORTED_BY,case_b_dotcom,{}
case_b_dotcom_FORCED000,case_b_dotcom_N032_t4,SUPPORTED_BY,case_b_dotcom,{}
case_b_dotcom_FORCED001,case_b_dotcom_N008_t1,SUPPORTED_BY,case_b_dotcom,{}
case_b_dotcom_FORCED002,case_b_dotcom_Y_t5,SUPPORTED_BY,case_b_dotcom,{}
case_b_dotcom_FORCED003,case_b_dotcom_N032_t4,SUPPORTED_BY,case_b_dotcom,{}
case_b_dotcom_FORCED004,case_b_dotcom_N016_t2,SUPPORTED_BY,case_b_dotcom,{}
case_b_dotcom_FORCED005,case_b_dotcom_N008_t1,SUPPORTED_BY,case_b_dotcom,{}
case_b_dotcom_FORCED006,case_b_dotcom_W_t0,SUPPORTED_BY,case_b_dotcom,{}
case_b_dotcom_FORCED007,case_b_dotcom_Y_t5,SUPPORTED_BY,case_b_dotcom,{}
case_b_dotcom_FORCED008,case_b_dotcom_N024_t3,SUPPORTED_BY,case_b_dotcom,{}
case_b_dotcom_CHAIN00,case_b_dotcom_W_t0,SUPPORTED_BY,case_b_dotcom,{}
case_b_dotcom_CHAIN01,case_b_dotcom_N016_t2,SUPPORTED_BY,case_b_dotcom,{}
case_b_dotcom_CHAIN02,case_b_dotcom_N032_t4,SUPPORTED_BY,case_b_dotcom,{}
case_c_sparta_W_t0,case_c_sparta_N003_t2,CAUSE,case_c_sparta,"{""chain_type"": ""backbone""}"
case_c_sparta_N003_t2,case_c_sparta_Y_t5,CAUSE,case_c_sparta,"{""chain_type"": ""backbone""}"
case_c_sparta_A0001,case_c_sparta_W_t0,SUPPORTED_BY,case_c_sparta,{}
case_c_sparta_A0004,case_c_sparta_N003_t2,SUPPORTED_BY,case_c_sparta,{}
case_c_sparta_A0005,case_c_sparta_W_t0,SUPPORTED_BY,case_c_sparta,{}
case_c_sparta_A0009,case_c_sparta_W_t0,SUPPORTED_BY,case_c_sparta,{}
case_c_sparta_A0011,case_c_sparta_N003_t2,SUPPORTED_BY,case_c_sparta,{}
case_c_sparta_A0012,case_c_sparta_W_t0,SUPPORTED_BY,case_c_sparta,{}
case_c_sparta_A0013,case_c_sparta_Y_t5,SUPPORTED_BY,case_c_sparta,{}
case_c_sparta_A0014,case_c_sparta_N003_t2,SUPPORTED_BY,case_c_sparta,{}
case_c_sparta_FORCED000,case_c_sparta_N003_t2,SUPPORTED_BY,case_c_sparta,{}
case_c_sparta_FORCED003,case_c_sparta_N003_t2,SUPPORTED_BY,case_c_sparta,{}
case_c_sparta_FORCED004,case_c_sparta_W_t0,SUPPORTED_BY,case_c_sparta,{}
case_c_sparta_FORCED005,case_c_sparta_Y_t5,SUPPORTED_BY,case_c_sparta,{}
case_c_sparta_CHAIN00,case_c_sparta_W_t0,SUPPORTED_BY,case_c_sparta,{}
case_c_sparta_CHAIN01,case_c_sparta_N003_t2,SUPPORTED_BY,case_c_sparta,{}
controls_W_t0,controls_N006_t1,PRECEDES,controls,{}
controls_W_t0,controls_N006_t1,PRECEDES,controls,{}
controls_W_t0,controls_N012_t2,CAUSE,controls,"{""chain_type"": ""backbone""}"
controls_N006_t1,controls_N012_t2,PRECEDES,controls,{}
controls_N006_t1,controls_N015_t2,PRECEDES,controls,{}
controls_N012_t2,controls_N018_t3,PRECEDES,controls,{}
controls_N012_t2,controls_N024_t4,CAUSE,controls,"{""chain_type"": ""backbone""}"
controls_N015_t2,controls_N020_t3,PRECEDES,controls,{}
controls_N018_t3,controls_N024_t4,PRECEDES,controls,{}
controls_N020_t3,controls_N024_t4,PRECEDES,controls,{}
controls_N024_t4,controls_Y_t5,PRECEDES,controls,{}
controls_N024_t4,controls_Y_t5,CAUSE,controls,"{""chain_type"": ""backbone""}"
controls_N024_t4,controls_Y_t5,PRECEDES,controls,{}
controls_A0000,controls_N018_t3,SUPPORTED_BY,controls,{}
controls_A0001,controls_N018_t3,SUPPORTED_BY,controls,{}
controls_A0002,controls_N006_t1,SUPPORTED_BY,controls,{}
controls_A0003,controls_W_t0,SUPPORTED_BY,controls,{}
controls_A0004,controls_N024_t4,SUPPORTED_BY,controls,{}
controls_A0005,controls_Y_t5,SUPPORTED_BY,controls,{}
controls_A0006,controls_W_t0,SUPPORTED_BY,controls,{}
controls_A0007,controls_W_t0,SUPPORTED_BY,controls,{}
controls_A0008,controls_N006_t1,SUPPORTED_BY,controls,{}
controls_A0009,controls_N006_t1,SUPPORTED_BY,controls,{}
controls_A0010,controls_Y_t5,SUPPORTED_BY,controls,{}
controls_A0011,controls_N006_t1,SUPPORTED_BY,controls,{}
controls_A0012,controls_N012_t2,SUPPORTED_BY,controls,{}
controls_A0013,controls_N024_t4,SUPPORTED_BY,controls,{}
controls_A0014,controls_N024_t4,SUPPORTED_BY,controls,{}
controls_A0015,controls_N012_t2,SUPPORTED_BY,controls,{}
controls_A0016,controls_N018_t3,SUPPORTED_BY,controls,{}
controls_A0017,controls_Y_t5,SUPPORTED_BY,controls,{}
controls_FORCED000,controls_N012_t2,SUPPORTED_BY,controls,{}
controls_FORCED001,controls_N012_t2,SUPPORTED_BY,controls,{}
controls_FORCED002,controls_N012_t2,SUPPORTED_BY,controls,{}
controls_FORCED003,controls_N006_t1,SUPPORTED_BY,controls,{}
controls_FORCED004,controls_N006_t1,SUPPORTED_BY,controls,{}
controls_FORCED005,controls_W_t0,SUPPORTED_BY,controls,{}
controls_FORCED006,controls_W_t0,SUPPORTED_BY,controls,{}
controls_CHAIN00,controls_W_t0,SUPPORTED_BY,controls,{}
controls_CHAIN01,controls_N012_t2,SUPPORTED_BY,controls,{}
controls_CHAIN02,controls_N024_t4,SUPPORTED_BY,controls,{}
